CG,Angle_1,Angle_2,Angle_3,Angle_4,Angle_5,Angle_6
3.545,"[ -36.70687678   15.34741896   45.80960451 -143.29312322  164.65258104
  134.19039549]"
3.56,"[ -36.99324761   14.99323656   45.64847225 -143.00675239  165.00676344
  134.35152775]"
3.575,"[ -37.27747796   14.63787752   45.48640757 -142.72252204  165.36212248
  134.51359243]"
3.59,"[ -37.55957791   14.28136344   45.32340498 -142.44042209  165.71863656
  134.67659502]"
3.605,"[ -37.83955779   13.92371642   45.15945897 -142.16044221  166.07628358
  134.84054103]"
3.62,"[ -38.1174282    13.56495906   44.99456403 -141.8825718   166.43504094
  135.00543597]"
3.635,"[ -38.39319996   13.20511443   44.82871467 -141.60680004  166.79488557
  135.17128533]"
3.65,"[ -38.66688412   12.8442061    44.66190536 -141.33311588  167.1557939
  135.33809464]"
3.665,"[ -38.93849196   12.48225811   44.49413061 -141.06150804  167.51774189
  135.50586939]"
3.6799999999999997,"[ -39.20803494   12.11929498   44.32538491 -140.79196506  167.88070502
  135.67461509]"
3.695,"[ -39.47552472   11.75534167   44.15566276 -140.52447528  168.24465833
  135.84433724]"
3.71,"[ -39.74097315   11.39042363   43.98495867 -140.25902685  168.60957637
  136.01504133]"
3.7249999999999996,"[ -40.00439224   11.02456672   43.81326715 -139.99560776  168.97543328
  136.18673285]"
3.74,"[ -40.26579417   10.65779728   43.64058271 -139.73420583  169.34220272
  136.35941729]"
3.755,"[ -40.52519125   10.29014205   43.46689988 -139.47480875  169.70985795
  136.53310012]"
3.77,"[ -40.78259596    9.92162821   43.29221319 -139.21740404  170.07837179
  136.70778681]"
3.785,"[ -41.03802089    9.55228333   43.1165172  -138.96197911  170.44771667
  136.8834828 ]"
3.8,"[ -41.29147875    9.18213539   42.93980647 -138.70852125  170.81786461
  137.06019353]"
3.815,"[ -41.54298237    8.81121278   42.76207556 -138.45701763  171.18878722
  137.23792444]"
3.83,"[ -41.7925447     8.43954425   42.58331908 -138.2074553   171.56045575
  137.41668092]"
3.8449999999999998,"[ -42.04017876    8.0671589    42.40353162 -137.95982124  171.9328411
  137.59646838]"
3.86,"[ -42.28589766    7.69408622   42.22270781 -137.71410234  172.30591378
  137.77729219]"
3.875,"[ -42.52971461    7.32035602   42.04084231 -137.47028539  172.67964398
  137.95915769]"
3.8899999999999997,"[ -42.77164287    6.94599844   41.85792977 -137.22835713  173.05400156
  138.14207023]"
3.9050000000000002,"[ -43.01169578    6.57104395   41.67396489 -136.98830422  173.42895605
  138.32603511]"
3.92,"[ -43.24988672    6.1955233    41.4889424  -136.75011328  173.8044767
  138.5110576 ]"
3.9349999999999996,"[ -43.48622915    5.81946755   41.30285702 -136.51377085  174.18053245
  138.69714298]"
3.95,"[ -43.72073654    5.44290801   41.11570355 -136.27926346  174.55709199
  138.88429645]"
3.965,"[ -43.95342242    5.06587627   40.92747679 -136.04657758  174.93412373
  139.07252321]"
3.98,"[ -44.18430035    4.68840415   40.73817156 -135.81569965  175.31159585
  139.26182844]"
3.995,"[ -44.4133839     4.31052369   40.54778276 -135.5866161   175.68947631
  139.45221724]"
4.01,"[ -44.64068666    3.93226716   40.35630528 -135.35931334  176.06773284
  139.64369472]"
4.025,"[ -44.86622227    3.55366702   40.16373408 -135.13377773  176.44633298
  139.83626592]"
4.04,"[ -45.09000432    3.1747559    39.97006415 -134.90999568  176.8252441
  140.02993585]"
4.055,"[ -45.31204645    2.7955666    39.77529052 -134.68795355  177.2044334
  140.22470948]"
4.07,"[ -45.53236228    2.41613206   39.57940827 -134.46763772  177.58386794
  140.42059173]"
4.085,"[ -45.75096541    2.03648536   39.38241252 -134.24903459  177.96351464
  140.61758748]"
4.1,"[ -45.96786947    1.65665968   39.18429846 -134.03213053  178.34334032
  140.81570154]"
4.115,"[ -46.18308803    1.27668829   38.9850613  -133.81691197  178.72331171
  141.0149387 ]"
4.13,"[ -46.39663465    0.89660456   38.78469634 -133.60336535  179.10339544
  141.21530366]"
4.145,"[ -46.60852289    0.51644189   38.5831989  -133.39147711  179.48355811
  141.4168011 ]"
4.16,"[-4.68187663e+01  1.36233742e-01  3.83805644e+01 -1.33181234e+02
  1.79863766e+02  1.41619436e+02]"
4.175,"[ -47.02737824   -0.2439864    38.17678828 -132.97262176 -179.7560136
  141.82321172]"
4.1899999999999995,"[ -47.23437227   -0.62418506   37.97186608 -132.76562773 -179.37581494
  142.02813392]"
4.205,"[ -47.43976178   -1.00432875   37.76579338 -132.56023822 -178.99567125
  142.23420662]"
4.22,"[ -47.64356011   -1.38438404   37.55856584 -132.35643989 -178.61561596
  142.44143416]"
4.234999999999999,"[ -47.84578061   -1.76431752   37.3501792  -132.15421939 -178.23568248
  142.6498208 ]"
4.25,"[ -48.04643653   -2.14409585   37.14062927 -131.95356347 -177.85590415
  142.85937073]"
4.265000000000001,"[ -48.24554111   -2.52368579   36.92991192 -131.75445889 -177.47631421
  143.07008808]"
4.279999999999999,"[ -48.44310751   -2.90305419   36.71802313 -131.55689249 -177.09694581
  143.28197687]"
4.295,"[ -48.63914884   -3.28216799   36.50495894 -131.36085116 -176.71783201
  143.49504106]"
4.3100000000000005,"[ -48.83367815   -3.6609943    36.29071548 -131.16632185 -176.3390057
  143.70928452]"
4.324999999999999,"[ -49.02670844   -4.03950037   36.07528899 -130.97329156 -175.96049963
  143.92471101]"
4.34,"[ -49.21825264   -4.41765361   35.85867577 -130.78174736 -175.58234639
  144.14132423]"
4.355,"[ -49.40832361   -4.79542161   35.64087223 -130.59167639 -175.20457839
  144.35912777]"
4.37,"[ -49.59693415   -5.17277218   35.42187489 -130.40306585 -174.82722782
  144.57812511]"
4.385,"[ -49.78409698   -5.54967332   35.20168036 -130.21590302 -174.45032668
  144.79831964]"
4.4,"[ -49.96982475   -5.92609328   34.98028534 -130.03017525 -174.07390672
  145.01971466]"
4.415,"[ -50.15413006   -6.30200056   34.75768666 -129.84586994 -173.69799944
  145.24231334]"
4.43,"[ -50.33702541   -6.6773639    34.53388125 -129.66297459 -173.3226361
  145.46611875]"
4.445,"[ -50.51852324   -7.05215234   34.30886616 -129.48147676 -172.94784766
  145.69113384]"
4.46,"[ -50.69863589   -7.42633519   34.08263854 -129.30136411 -172.57366481
  145.91736146]"
4.475,"[ -50.87737565   -7.7998821    33.85519569 -129.12262435 -172.2001179
  146.14480431]"
4.49,"[ -51.05475472   -8.17276301   33.62653502 -128.94524528 -171.82723699
  146.37346498]"
4.505,"[ -51.23078521   -8.54494819   33.39665404 -128.76921479 -171.45505181
  146.60334596]"
4.52,"[ -51.40547915   -8.91640827   33.16555044 -128.59452085 -171.08359173
  146.83444956]"
4.535,"[ -51.57884851   -9.28711425   32.93322201 -128.42115149 -170.71288575
  147.06677799]"
4.55,"[ -51.75090515   -9.65703746   32.6996667  -128.24909485 -170.34296254
  147.3003333 ]"
4.5649999999999995,"[ -51.92166086  -10.02614965   32.46488257 -128.07833914 -169.97385035
  147.53511743]"
4.58,"[ -52.09112733  -10.39442295   32.22886785 -127.90887267 -169.60557705
  147.77113215]"
4.595,"[ -52.25931618  -10.76182989   31.99162091 -127.74068382 -169.23817011
  148.00837909]"
4.609999999999999,"[ -52.42623894  -11.12834342   31.75314029 -127.57376106 -168.87165658
  148.24685971]"
4.625,"[ -52.59190705  -11.49393691   31.51342466 -127.40809295 -168.50606309
  148.48657534]"
4.64,"[ -52.75633186  -11.85858415   31.27247285 -127.24366814 -168.14141585
  148.72752715]"
4.654999999999999,"[ -52.91952464  -12.22225941   31.03028387 -127.08047536 -167.77774059
  148.96971613]"
4.67,"[ -53.08149657  -12.58493737   30.78685689 -126.91850343 -167.41506263
  149.21314311]"
4.6850000000000005,"[ -53.24225873  -12.94659319   30.54219124 -126.75774127 -167.05340681
  149.45780876]"
